Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
83861, 0.06, -0.05, 0.95, 1.29, 8.99, -4.78, -0.07, 0.39, -0.60
83891, 0.05, -0.04, 0.93, 0.75, 1.86, -13.29, -0.07, 0.39, -0.60
83920, 0.05, 0.03, 0.90, -0.31, -2.33, -24.31, -0.07, 0.38, -0.61
83952, -0.01, -0.00, 0.99, -0.63, -5.08, -52.61, -0.07, 0.38, -0.61
83985, 0.06, 0.04, 0.98, 0.27, -1.15, -70.45, -0.08, 0.38, -0.62
84015, -0.03, -0.05, 0.94, -0.25, -3.34, -89.41, -0.10, 0.37, -0.61
84046, -0.03, -0.17, 0.98, 0.98, -4.78, -101.37, -0.10, 0.37, -0.61
84076, -0.04, -0.07, 0.99, 1.20, 7.70, -104.57, -0.10, 0.35, -0.61
84106, -0.05, 0.14, 1.02, -0.11, 24.69, -105.87, -0.10, 0.35, -0.61
84135, -0.03, 0.10, 0.95, -3.27, 17.57, -137.22, -0.11, 0.33, -0.62
84166, 0.11, -0.15, 0.88, -4.97, 13.76, -146.48, -0.10, 0.30, -0.63
84200, 0.11, -0.05, 0.95, -2.69, 3.22, -107.69, -0.10, 0.30, -0.63
84230, -0.07, -0.03, 0.95, -2.79, 2.11, -98.09, -0.11, 0.28, -0.62
84259, 0.02, -0.09, 1.04, -3.87, -1.06, -117.45, -0.11, 0.28, -0.62
84289, 0.08, -0.20, 0.94, -2.47, 0.23, -102.71, -0.11, 0.25, -0.63
84319, 0.03, 0.08, 0.91, -3.38, 0.72, -78.19, -0.11, 0.23, -0.63
84349, 0.01, -0.10, 0.92, -3.57, 0.19, -118.85, -0.11, 0.23, -0.63
84380, 0.07, -0.01, 0.96, -2.27, -7.10, -118.75, -0.11, 0.21, -0.63
84410, 0.06, -0.10, 0.95, -1.24, -0.62, -98.50, -0.11, 0.21, -0.63
84444, 0.01, 0.00, 0.93, -0.98, -0.71, -95.66, -0.10, 0.19, -0.63
84472, 0.01, 0.01, 0.94, -3.18, -2.47, -111.32, -0.10, 0.18, -0.63
84502, 0.01, -0.18, 0.99, -2.66, -12.38, -112.20, -0.10, 0.18, -0.63
84531, -0.01, -0.10, 0.94, 0.50, 0.81, -86.11, -0.09, 0.16, -0.64
84561, -0.04, -0.03, 0.92, -1.15, -1.58, -87.20, -0.09, 0.16, -0.64
84591, -0.04, -0.05, 0.95, 1.09, 3.08, -103.43, -0.08, 0.14, -0.63
84621, 0.13, 0.00, 0.91, 0.17, -5.86, -121.06, -0.08, 0.14, -0.63
84663, -0.11, 0.07, 1.12, 0.43, -17.60, -148.81, -0.07, 0.12, -0.63
84692, 0.07, -0.05, 0.95, 2.51, 21.87, -138.97, -0.06, 0.10, -0.63
84722, 0.10, -0.19, 0.99, 0.10, -2.14, -103.28, -0.06, 0.10, -0.63
84752, -0.04, -0.01, 1.01, 2.55, -7.63, -112.32, -0.04, 0.09, -0.63
84784, -0.03, -0.11, 0.95, 0.40, 5.54, -118.75, -0.02, 0.08, -0.63
84813, 0.17, -0.22, 0.87, 0.95, -0.85, -113.17, -0.02, 0.08, -0.63
84843, 0.10, 0.03, 0.97, 2.27, -11.82, -106.66, -0.00, 0.07, -0.63
84872, 0.01, -0.05, 0.96, 5.73, 0.69, -111.17, -0.00, 0.07, -0.63
84904, -0.04, -0.33, 1.03, 3.29, -2.72, -103.10, 0.02, 0.06, -0.62
84936, 0.15, 0.11, 0.86, 1.74, 1.20, -70.05, 0.03, 0.06, -0.63
84966, 0.04, 0.04, 0.97, 2.10, 1.01, -80.05, 0.03, 0.06, -0.63
84995, -0.14, -0.23, 1.03, 1.79, 0.15, -95.99, 0.05, 0.05, -0.62
85024, 0.01, -0.11, 0.92, 1.99, 0.70, -56.66, 0.05, 0.05, -0.62
85054, 0.04, 0.14, 0.93, 1.40, 1.16, -53.80, 0.06, 0.05, -0.63
85085, -0.14, -0.11, 1.14, 1.37, 1.67, -79.50, 0.07, 0.05, -0.63
85116, 0.03, -0.26, 0.90, 1.15, 6.28, -75.73, 0.07, 0.05, -0.63
85150, 0.01, -0.08, 0.97, 1.65, -5.58, -33.77, 0.09, 0.05, -0.63
85180, -0.00, 0.08, 0.91, 0.95, -0.13, -18.98, 0.09, 0.05, -0.63
85209, -0.04, 0.06, 1.00, 1.37, 0.17, -26.05, 0.09, 0.05, -0.63
85238, 0.06, -0.11, 0.89, 1.28, 6.09, -1.12, 0.09, 0.05, -0.63
85268, 0.04, -0.06, 0.91, 1.55, 2.01, 7.37, 0.09, 0.05, -0.63
85323, 0.00, -0.04, 0.95, 0.96, 2.53, -0.09, 0.09, 0.05, -0.63
85353, 0.02, -0.05, 0.94, 0.83, 0.16, 0.44, 0.09, 0.04, -0.63
85382, 0.01, -0.05, 0.95, 0.82, -0.81, 1.50, 0.09, 0.04, -0.63
85416, 0.02, -0.03, 0.95, 0.92, -3.61, 1.29, 0.10, 0.04, -0.63
85445, 0.01, -0.06, 0.96, 0.68, -1.67, 0.57, 0.09, 0.05, -0.63
85475, 0.01, -0.05, 0.95, 0.78, -0.27, 2.44, 0.09, 0.05, -0.63
85504, 0.01, -0.03, 0.96, 0.71, -1.17, 0.31, 0.10, 0.05, -0.63
85534, 0.01, -0.05, 0.95, 0.83, -0.31, -0.36, 0.10, 0.05, -0.63
85563, 0.01, -0.05, 0.96, 0.77, -2.50, 1.32, 0.10, 0.05, -0.63
85594, 0.01, -0.06, 0.95, 0.81, -1.63, 2.65, 0.09, 0.05, -0.63
85624, 0.02, -0.06, 0.97, 0.48, -2.10, 6.17, 0.09, 0.05, -0.63
85658, 0.01, -0.04, 0.95, 0.70, -1.23, 4.00, 0.09, 0.05, -0.62
85687, 0.02, -0.06, 0.93, 0.74, -2.17, 3.13, 0.09, 0.05, -0.62
85716, -0.01, -0.05, 0.97, 0.59, -5.33, 7.81, 0.09, 0.05, -0.63
85746, 0.03, -0.10, 0.96, 0.48, -1.55, 17.62, 0.09, 0.05, -0.62
85778, 0.02, -0.04, 0.93, 0.47, -1.67, 32.57, 0.09, 0.05, -0.62
85807, 0.02, -0.00, 0.94, 0.67, -0.92, 31.84, 0.08, 0.05, -0.63
85836, 0.03, -0.05, 0.96, -0.34, -1.72, 33.01, 0.08, 0.05, -0.63
85866, 0.04, -0.04, 0.91, 1.13, -2.63, 45.45, 0.07, 0.05, -0.63
85899, -0.03, -0.04, 0.97, 1.42, -2.95, 48.41, 0.07, 0.05, -0.63
85928, -0.01, -0.11, 0.99, -0.76, -2.01, 53.44, 0.07, 0.05, -0.63
85958, 0.06, -0.07, 0.95, -0.73, -2.38, 78.12, 0.05, 0.05, -0.63
85988, -0.02, -0.07, 0.95, -0.76, 3.12, 92.36, 0.05, 0.05, -0.63
86018, -0.02, -0.06, 0.98, 2.47, 0.16, 95.58, 0.04, 0.05, -0.64
86047, 0.03, -0.10, 0.90, 0.00, 0.51, 101.33, 0.04, 0.05, -0.64
86078, 0.04, -0.03, 0.94, 0.59, 4.30, 120.54, 0.02, 0.06, -0.63
86110, 0.02, -0.01, 0.87, 1.03, 3.02, 111.72, 0.01, 0.06, -0.63
86138, 0.01, 0.05, 1.02, 0.56, -2.84, 96.57, 0.01, 0.06, -0.63
86167, -0.00, -0.07, 0.98, 0.24, -1.58, 86.39, -0.01, 0.07, -0.63
86197, 0.05, -0.13, 0.89, 1.54, 1.60, 96.25, -0.01, 0.07, -0.63
86226, -0.08, -0.09, 0.91, 1.11, 0.50, 101.52, -0.02, 0.08, -0.63
86256, -0.00, -0.20, 0.99, 1.97, -4.38, 112.41, -0.04, 0.09, -0.63
86286, 0.06, 0.14, 0.94, 4.01, -10.14, 125.19, -0.04, 0.09, -0.63
86318, -0.11, -0.20, 0.97, 1.17, -1.95, 88.79, -0.06, 0.11, -0.64
86352, 0.02, -0.12, 0.90, 2.28, -3.63, 114.93, -0.06, 0.11, -0.64
86382, 0.03, 0.04, 0.94, -0.37, -17.91, 118.45, -0.07, 0.12, -0.63
86411, -0.05, -0.17, 0.94, -0.29, -16.11, 119.03, -0.10, 0.14, -0.64
86441, -0.02, -0.05, 1.00, -1.24, -8.69, 133.32, -0.10, 0.14, -0.64
86472, 0.07, 0.13, 1.02, -0.37, -0.06, 144.85, -0.11, 0.16, -0.63
86502, -0.11, -0.11, 0.95, 1.54, 7.22, 143.29, -0.11, 0.16, -0.63
86532, 0.08, 0.06, 0.90, 1.67, 7.21, 147.40, -0.11, 0.19, -0.63
86560, 0.01, 0.12, 0.95, 2.37, 2.47, 125.40, -0.11, 0.22, -0.63
86603, 0.02, -0.13, 0.93, 1.72, -0.87, 114.73, -0.11, 0.22, -0.63
86634, 0.02, 0.02, 0.96, 2.38, 0.10, 114.14, -0.12, 0.25, -0.63
86664, 0.12, 0.18, 0.89, 2.53, 3.70, 78.36, -0.11, 0.26, -0.63
86695, 0.05, -0.03, 0.93, 1.19, 3.24, 40.74, -0.11, 0.26, -0.63
86725, 0.11, -0.30, 0.97, 2.51, -2.59, 53.39, -0.11, 0.27, -0.62
86755, 0.06, 0.06, 0.98, 2.65, -6.04, 110.45, -0.11, 0.27, -0.62
86785, -0.04, 0.09, 0.98, 2.18, -3.63, 73.57, -0.11, 0.29, -0.63
86814, 0.02, 0.04, 0.91, 0.06, 2.48, 41.62, -0.11, 0.29, -0.63
86847, 0.05, -0.07, 0.92, 0.96, 1.41, 26.05, -0.11, 0.30, -0.62
86876, 0.04, -0.04, 0.99, 0.40, -4.24, 3.40, -0.11, 0.30, -0.62
86905, 0.00, 0.01, 0.96, 1.32, 5.09, -0.45, -0.11, 0.30, -0.62
86936, 0.03, -0.10, 0.94, 0.77, 6.90, -14.55, -0.10, 0.31, -0.62
86965, 0.04, -0.05, 0.96, 0.77, -1.23, 0.64, -0.10, 0.31, -0.62
86995, 0.10, 0.05, 0.93, 0.93, 3.75, 0.73, -0.10, 0.31, -0.63
87025, -0.00, 0.00, 1.01, 0.69, 2.13, -19.75, -0.10, 0.30, -0.63
87058, 0.05, -0.09, 0.92, -1.58, 2.45, -33.42, -0.10, 0.30, -0.63
87100, 0.08, -0.07, 0.96, 0.60, -0.19, -10.56, -0.10, 0.30, -0.62
87143, 0.00, -0.02, 0.99, -0.05, 4.38, -13.23, -0.11, 0.30, -0.63
87173, 0.06, -0.04, 0.95, -0.83, 2.87, -14.96, -0.10, 0.29, -0.63
87202, 0.08, -0.12, 0.95, 0.52, -1.86, -11.74, -0.10, 0.29, -0.63
87232, 0.07, -0.03, 0.94, 0.96, -1.33, 1.37, -0.10, 0.29, -0.63
87262, 0.00, -0.09, 1.00, 0.14, -7.40, -11.73, -0.10, 0.29, -0.63
87291, 0.03, 0.00, 0.93, 0.22, -6.51, -13.06, -0.10, 0.29, -0.64
87325, 0.05, -0.09, 0.98, 0.11, -6.67, -13.14, -0.10, 0.29, -0.63
87355, 0.05, -0.05, 0.96, 0.07, -5.81, -4.65, -0.10, 0.29, -0.63
87385, 0.06, -0.04, 0.97, 0.70, -4.01, -3.59, -0.10, 0.28, -0.64
87413, 0.04, -0.07, 0.96, 0.74, -0.73, -2.60, -0.10, 0.28, -0.64
87443, 0.06, -0.03, 0.94, 0.68, -4.59, 1.89, -0.11, 0.28, -0.64
87472, 0.04, -0.04, 0.94, 0.49, -5.20, -1.37, -0.11, 0.28, -0.64
87502, 0.02, -0.04, 0.98, 0.51, -8.21, -3.40, -0.11, 0.29, -0.63
87532, -0.00, -0.05, 0.99, 0.81, -0.44, -10.37, -0.11, 0.28, -0.63
87564, 0.04, -0.07, 0.96, 0.74, 0.44, -4.93, -0.11, 0.28, -0.63
87596, 0.03, -0.04, 0.95, 0.67, -2.05, -1.20, -0.11, 0.28, -0.63
87626, 0.04, 0.00, 0.97, 0.68, -3.93, -3.40, -0.11, 0.28, -0.63
87655, 0.03, -0.02, 0.92, 0.24, -13.15, -10.87, -0.12, 0.28, -0.63
87685, -0.03, 0.00, 1.01, 0.25, -22.12, -13.82, -0.12, 0.28, -0.62
87716, 0.03, -0.08, 0.96, 0.44, 6.76, -15.82, -0.12, 0.28, -0.62
87746, 0.03, -0.03, 0.91, 1.19, 0.27, -10.23, -0.12, 0.28, -0.62
87776, 0.00, -0.04, 0.97, 0.52, -9.78, -10.99, -0.12, 0.28, -0.62
87811, 0.02, -0.07, 0.97, 1.36, -0.67, -8.51, -0.12, 0.27, -0.62
87840, 0.02, -0.04, 0.94, 0.83, -0.50, 0.00, -0.13, 0.27, -0.62
87870, 0.01, -0.04, 0.96, 0.74, -2.16, 0.05, -0.13, 0.27, -0.62
87899, 0.00, -0.04, 0.96, 0.85, -0.31, 0.06, -0.12, 0.27, -0.63
87930, 0.01, -0.04, 0.95, 0.84, 0.81, 2.03, -0.12, 0.27, -0.63
87960, 0.00, -0.07, 0.94, 0.84, -1.57, 1.76, -0.13, 0.27, -0.63
87991, 0.02, 0.02, 0.96, -0.36, -7.08, 26.28, -0.13, 0.28, -0.62
88024, -0.09, 0.01, 0.95, 0.35, -5.12, 2.24, -0.13, 0.28, -0.62
88053, 0.08, -0.04, 0.96, -0.33, 1.47, -9.61, -0.13, 0.28, -0.62
88085, 0.01, -0.04, 0.93, 1.47, -2.80, -6.61, -0.13, 0.28, -0.62
88114, 0.01, -0.06, 1.06, 0.15, -7.00, -4.55, -0.13, 0.28, -0.62
88143, -0.04, -0.05, 1.02, 0.83, -0.95, 0.77, -0.13, 0.27, -0.62
88174, 0.02, -0.04, 0.97, 1.20, -2.15, 12.88, -0.13, 0.27, -0.62
88202, -0.03, -0.08, 0.95, 1.37, -5.01, 2.72, -0.13, 0.27, -0.62
88231, 0.03, -0.03, 0.96, 2.57, -7.80, -3.59, -0.13, 0.27, -0.62
88266, -0.04, -0.03, 0.95, 13.76, -6.95, 1.49, -0.14, 0.28, -0.62
88295, -0.00, -0.00, 1.00, 9.83, -11.15, 14.73, -0.14, 0.28, -0.61
88326, -0.00, -0.11, 0.97, 76.05, 12.31, -7.10, -0.14, 0.28, -0.61
88355, 0.02, -0.14, 0.88, 77.07, 12.89, 7.61, -0.13, 0.31, -0.62
88385, 0.03, -0.10, 0.96, 21.85, -7.03, 14.21, -0.13, 0.31, -0.62
88414, 0.02, -0.21, 0.91, 22.03, -12.84, 2.32, -0.13, 0.33, -0.61
88446, -0.02, -0.11, 0.95, 4.50, -14.97, 6.75, -0.14, 0.34, -0.61
88476, -0.13, -0.12, 0.96, 10.75, -9.99, 12.91, -0.14, 0.34, -0.61
88519, -0.05, -0.20, 0.93, -6.23, -4.12, 4.31, -0.14, 0.34, -0.61
88548, 0.00, -0.13, 0.94, -4.51, -4.44, -0.86, -0.14, 0.34, -0.61
88578, -0.06, -0.26, 0.86, -9.14, 2.44, -4.75, -0.14, 0.34, -0.61
88608, 0.04, -0.17, 0.96, -32.84, 22.50, 5.69, -0.14, 0.33, -0.61
88639, 0.16, -0.11, 1.01, -23.49, 2.13, -17.16, -0.14, 0.33, -0.61
88669, -0.09, -0.08, 0.93, 40.20, 14.86, 12.88, -0.13, 0.32, -0.61
88698, 0.03, -0.17, 0.92, -28.89, -6.93, 5.34, -0.13, 0.32, -0.61
88731, -0.06, -0.03, 1.09, -6.72, -7.73, -15.45, -0.13, 0.33, -0.61
88763, 0.12, -0.16, 0.86, 46.48, 10.90, 14.76, -0.13, 0.33, -0.61
88793, 0.04, -0.17, 0.97, 7.53, -4.67, 5.50, -0.13, 0.33, -0.61
88822, 0.03, -0.23, 0.88, 13.56, -20.38, -24.10, -0.13, 0.35, -0.61
88853, -0.04, -0.15, 0.90, -34.20, -33.71, 4.61, -0.14, 0.34, -0.61
88884, -0.01, -0.25, 0.84, -84.42, -43.93, 17.29, -0.14, 0.34, -0.61
88913, -0.06, -0.04, 1.00, -142.17, -81.82, -7.11, -0.16, 0.30, -0.60
88966, -0.09, -0.16, 0.84, 73.19, 5.49, 0.54, -0.17, 0.31, -0.60
88998, -0.10, -0.15, 0.90, -20.96, -38.58, 3.47, -0.17, 0.31, -0.60
89028, -0.21, -0.09, 1.06, 24.57, -19.24, -13.69, -0.18, 0.31, -0.59
89057, -0.17, -0.09, 0.95, 73.46, -1.67, 0.10, -0.19, 0.33, -0.59
89088, 0.02, -0.25, 0.85, 70.04, 11.65, 16.59, -0.19, 0.33, -0.59
89116, -0.21, -0.20, 0.93, -7.00, -16.66, 4.74, -0.19, 0.35, -0.59
89146, -0.07, -0.21, 0.86, -9.30, -20.04, 9.54, -0.19, 0.35, -0.59
89176, -0.15, -0.09, 1.08, -16.51, -11.50, 3.10, -0.20, 0.34, -0.59
89209, -0.09, -0.20, 0.91, 81.86, 21.74, -9.85, -0.19, 0.36, -0.58
89240, -0.14, -0.24, 0.83, 36.68, -7.88, 1.04, -0.19, 0.36, -0.58
89270, -0.24, -0.21, 0.85, -33.25, -44.31, -5.32, -0.20, 0.36, -0.58
89299, -0.16, -0.14, 0.94, 8.76, 8.71, 0.79, -0.20, 0.36, -0.58
89329, -0.14, -0.24, 0.93, -5.47, 7.75, -10.03, -0.20, 0.36, -0.58
89359, -0.17, -0.27, 0.92, -12.82, -0.55, -1.35, -0.20, 0.36, -0.58
89389, -0.14, -0.22, 0.96, -56.29, 15.30, 0.73, -0.20, 0.36, -0.58
89418, -0.12, -0.29, 0.86, -89.29, 12.94, 0.93, -0.19, 0.33, -0.58
89452, -0.12, -0.02, 0.98, -50.34, 11.33, 18.84, -0.19, 0.33, -0.58
89483, -0.07, -0.13, 0.85, -26.76, 14.94, 2.24, -0.18, 0.31, -0.59
89513, -0.09, -0.03, 0.95, -21.16, 3.02, 14.02, -0.18, 0.31, -0.59
89543, -0.06, 0.16, 1.03, -9.66, -5.83, 4.66, -0.18, 0.30, -0.60
89573, -0.14, -0.09, 0.99, 8.42, 0.36, -20.87, -0.17, 0.30, -0.59
89602, -0.14, -0.12, 0.88, 24.86, 4.30, -6.90, -0.17, 0.30, -0.59
89631, -0.08, -0.04, 0.90, -10.98, -5.29, -1.91, -0.18, 0.30, -0.60
89664, -0.09, -0.03, 1.14, -11.33, -2.94, -1.46, -0.18, 0.30, -0.60
89690, -0.08, -0.12, 0.96, -24.00, 19.20, -9.39, -0.17, 0.30, -0.60
89719, -0.09, -0.12, 0.85, -14.75, 14.93, -0.06, -0.16, 0.29, -0.60
89750, -0.08, 0.02, 0.84, -18.29, -2.15, 4.50, -0.16, 0.29, -0.60
89778, -0.08, -0.10, 1.01, -17.81, -12.39, -1.94, -0.16, 0.28, -0.59
89809, -0.07, -0.02, 1.08, -7.36, 7.94, 7.02, -0.16, 0.28, -0.59
89839, -0.10, 0.12, 0.92, -34.39, 19.76, 0.56, -0.17, 0.27, -0.61
89869, -0.06, 0.00, 0.91, -46.75, 6.45, -8.49, -0.17, 0.27, -0.61
89904, -0.04, 0.05, 0.96, -22.58, 3.70, -5.62, -0.16, 0.25, -0.60
89933, -0.03, 0.00, 1.03, -42.94, 0.04, -3.62, -0.15, 0.24, -0.61
89964, -0.03, 0.13, 0.95, -37.95, 10.42, -3.61, -0.15, 0.24, -0.61
89993, -0.06, 0.00, 0.93, -60.07, 7.49, -5.55, -0.15, 0.22, -0.60
90025, -0.01, 0.15, 0.96, -103.89, -0.98, 13.13, -0.15, 0.18, -0.59
90054, -0.02, 0.25, 1.08, -106.20, -3.50, 4.51, -0.15, 0.18, -0.59
90084, -0.01, 0.41, 0.96, -154.18, 18.72, 15.55, -0.14, 0.13, -0.59
90115, -0.08, 0.36, 0.87, -131.66, 16.94, -1.33, -0.14, 0.13, -0.59
90147, 0.02, 0.29, 0.81, -114.54, 0.73, 15.59, -0.13, 0.08, -0.58
90179, -0.05, 0.50, 0.64, -99.81, -4.19, 36.12, -0.13, 0.04, -0.56
90209, -0.16, 0.57, 0.84, -99.42, -24.58, 22.52, -0.13, 0.04, -0.56
90238, -0.06, 0.44, 0.90, -81.63, 11.38, 22.10, -0.14, 0.00, -0.54
90268, -0.09, 0.68, 0.57, -115.74, 16.38, 17.65, -0.14, 0.00, -0.54
90298, -0.09, 0.69, 0.59, -127.66, -25.28, -2.06, -0.14, -0.03, -0.52
90329, -0.09, 0.62, 0.62, -86.09, -26.51, 2.77, -0.14, -0.03, -0.52
90371, -0.15, 0.73, 0.51, -104.97, -49.40, 3.04, -0.15, -0.07, -0.48
90401, -0.17, 0.82, 0.77, -124.98, -39.75, 1.63, -0.16, -0.10, -0.45
90433, -0.17, 0.82, 0.68, -125.94, -0.51, -8.15, -0.17, -0.13, -0.40
90462, -0.04, 0.58, 0.28, -117.56, -3.89, -6.94, -0.17, -0.13, -0.40
90491, -0.07, 0.94, 0.38, -144.48, -26.59, 26.51, -0.16, -0.16, -0.36
90521, -0.15, 1.18, 0.19, -106.31, -23.76, -13.39, -0.16, -0.16, -0.36
90550, -0.17, 1.23, 0.32, -77.87, -22.31, -31.71, -0.17, -0.18, -0.31
90584, 0.00, 0.52, 0.19, -63.41, -1.84, -52.08, -0.17, -0.18, -0.31
90614, -0.10, 1.14, 0.20, -56.56, -12.64, -5.23, -0.15, -0.20, -0.27
90644, -0.08, 0.89, 0.47, -63.31, -21.36, -28.24, -0.14, -0.21, -0.25
90674, -0.07, 1.06, 0.21, -79.76, 22.37, -22.31, -0.14, -0.21, -0.25
90703, -0.05, 0.81, 0.16, -89.28, 52.40, -43.96, -0.13, -0.22, -0.21
90736, 0.00, 0.92, -0.19, -128.41, 49.51, -0.14, -0.13, -0.22, -0.21
90790, -0.02, 0.95, -0.05, -39.78, -5.27, -10.62, -0.12, -0.23, -0.16
90822, -0.05, 0.90, -0.11, -47.19, -10.11, -12.51, -0.12, -0.23, -0.16
90855, 0.01, 0.96, -0.11, -9.31, -16.91, 1.83, -0.11, -0.24, -0.15
90884, -0.05, 0.99, 0.08, -19.95, -9.06, -1.64, -0.11, -0.24, -0.15
90916, -0.03, 1.02, -0.01, -53.00, 13.56, -2.00, -0.11, -0.24, -0.14
90946, 0.01, 0.98, -0.31, -54.18, 19.44, 0.98, -0.11, -0.24, -0.12
90976, -0.01, 1.04, -0.23, -6.88, -9.35, -1.92, -0.11, -0.24, -0.12
91005, -0.02, 1.04, -0.01, -8.78, -14.10, -0.06, -0.11, -0.25, -0.11
91035, -0.03, 0.90, -0.12, -25.91, 16.32, -6.28, -0.11, -0.25, -0.11
91070, -0.01, 1.09, -0.37, 0.00, 4.17, 0.95, -0.11, -0.24, -0.11
91099, -0.05, 0.93, -0.03, 15.72, -14.22, -6.12, -0.11, -0.24, -0.11
91128, -0.01, 1.06, -0.27, -0.83, 0.49, 3.42, -0.11, -0.24, -0.11
91158, -0.02, 0.98, -0.11, 20.43, -6.69, -3.14, -0.11, -0.25, -0.11
91189, 0.02, 1.00, -0.19, 18.78, 0.49, -0.40, -0.11, -0.25, -0.11
91217, -0.03, 0.93, -0.03, 26.92, -7.28, -0.38, -0.11, -0.25, -0.12
91248, -0.03, 0.99, -0.10, 5.63, 12.72, 5.74, -0.11, -0.24, -0.12
91281, -0.02, 1.02, -0.28, 14.71, 6.52, -0.95, -0.11, -0.24, -0.12
91311, -0.03, 0.93, -0.02, 26.77, -5.57, 5.71, -0.11, -0.25, -0.13
91340, -0.03, 1.05, -0.11, 16.13, 4.44, 10.10, -0.11, -0.25, -0.13
91370, -0.03, 1.11, -0.10, 34.32, 7.18, 0.58, -0.12, -0.24, -0.14
91399, 0.02, 0.97, -0.12, 65.59, 11.63, -6.05, -0.12, -0.24, -0.14
91429, -0.02, 0.99, -0.06, 80.18, 1.13, 13.84, -0.12, -0.25, -0.16
91459, -0.02, 1.16, 0.03, 69.05, -10.79, 4.31, -0.12, -0.24, -0.20
91489, -0.00, 0.81, 0.03, 51.75, 1.15, -12.70, -0.12, -0.24, -0.20
91523, -0.06, 1.05, 0.09, 57.73, -3.05, 16.96, -0.11, -0.24, -0.23
91554, -0.02, 1.10, 0.00, 88.97, 2.67, 16.60, -0.12, -0.22, -0.25
91584, -0.07, 0.95, 0.17, 85.56, -28.62, 1.74, -0.12, -0.22, -0.25
91613, -0.03, 0.90, 0.29, 88.77, -24.81, 4.17, -0.13, -0.21, -0.29
91645, -0.07, 1.01, 0.37, 73.48, -2.08, 2.27, -0.13, -0.21, -0.29
91674, -0.00, 0.81, 0.24, 97.23, 2.93, -0.15, -0.13, -0.20, -0.33
91705, -0.07, 0.79, 0.56, 94.16, 11.98, 23.22, -0.13, -0.20, -0.33
91735, -0.07, 1.04, 0.43, 63.71, 30.78, 25.02, -0.13, -0.18, -0.36
91767, -0.08, 0.76, 0.31, 88.85, 35.24, 1.38, -0.13, -0.16, -0.40
91799, -0.05, 0.89, 0.35, 77.32, 7.74, 12.11, -0.13, -0.16, -0.40
91829, -0.03, 0.81, 0.51, 102.10, -2.72, 1.57, -0.13, -0.13, -0.43
91859, -0.06, 0.80, 0.63, 77.27, 8.32, 11.15, -0.13, -0.11, -0.46
91889, -0.08, 0.83, 0.56, 107.70, 20.50, 2.53, -0.13, -0.11, -0.46
91919, 0.01, 0.63, 0.54, 79.62, -1.48, -10.91, -0.13, -0.07, -0.49
91950, -0.06, 0.61, 0.77, 93.39, -9.18, 6.48, -0.13, -0.07, -0.49
91982, -0.04, 0.70, 0.74, 66.22, 5.88, 1.54, -0.14, -0.05, -0.50
92015, -0.04, 0.67, 0.65, 67.43, 9.51, -9.29, -0.13, -0.03, -0.51
92044, -0.03, 0.63, 0.65, 96.84, 2.73, -9.07, -0.13, -0.03, -0.51
92073, -0.07, 0.54, 0.85, 131.35, 12.72, -12.11, -0.13, 0.01, -0.55
92103, 0.00, 0.44, 0.79, 119.47, 14.78, -11.44, -0.13, 0.01, -0.55
92134, 0.00, 0.34, 0.76, 152.05, 16.34, -9.69, -0.12, 0.06, -0.57
92163, -0.03, 0.33, 0.90, 115.22, 1.27, -1.64, -0.12, 0.06, -0.57
92194, -0.03, 0.40, 0.91, 96.92, 3.47, -10.42, -0.12, 0.11, -0.59
92236, 0.02, 0.12, 0.98, 161.40, 11.04, -9.46, -0.12, 0.15, -0.60
92267, 0.01, 0.16, 0.98, 158.54, 17.80, 5.42, -0.12, 0.22, -0.61
92298, 0.02, 0.01, 0.90, 163.09, 14.06, -0.69, -0.12, 0.22, -0.61
92327, 0.03, -0.06, 0.96, 153.93, -0.68, 0.23, -0.11, 0.29, -0.61
92357, 0.03, -0.15, 0.99, 125.26, 7.68, -0.91, -0.11, 0.29, -0.61
92386, 0.00, -0.18, 0.96, 82.45, 8.71, -3.76, -0.11, 0.34, -0.61
92417, 0.03, -0.31, 0.88, 82.33, 10.67, 4.57, -0.11, 0.34, -0.61
92451, 0.02, -0.27, 0.90, 79.71, -9.61, 6.47, -0.10, 0.38, -0.59
92481, 0.03, -0.32, 0.97, 62.49, -2.54, -1.48, -0.11, 0.41, -0.59
92511, 0.06, -0.39, 0.85, 46.83, 4.59, 9.43, -0.11, 0.41, -0.59
92540, 0.04, -0.21, 0.89, 63.06, -2.89, 9.15, -0.11, 0.43, -0.58
92581, 0.06, -0.49, 0.82, 101.09, -1.82, -11.14, -0.11, 0.47, -0.56
92625, 0.04, -0.50, 0.94, 113.86, -3.56, 7.87, -0.12, 0.51, -0.53
92657, 0.01, -0.49, 0.81, 166.37, 14.11, 14.30, -0.12, 0.51, -0.53
92687, 0.04, -0.55, 0.70, 184.53, 18.28, -6.61, -0.11, 0.57, -0.49
92719, 0.03, -0.67, 0.65, 132.10, 21.25, -30.20, -0.11, 0.57, -0.49
92750, 0.00, -0.68, 0.58, 120.27, 15.84, -67.42, -0.12, 0.61, -0.44
92780, 0.08, -1.18, 0.45, 129.41, -4.10, -19.18, -0.14, 0.64, -0.40
92811, -0.01, -0.78, 0.54, 123.53, -6.16, 2.11, -0.14, 0.64, -0.40
